sample_id,input,target
206_3,Do you think that Zeiss will let a manufacturer with poor image algorithm tuning join him to smash his signboard ? The earliest Nokia will not be worse than Xiaomi .,notarget:none:none:none
206_4,Xiaomi 😅,notarget:none:none:none
206_5,Xiaomi flagship takes good pictures,Xiaomi flagship:pictures:good:pos
206_6,"The accumulation of hardware , algorithm photography is the most important",notarget:none:none:none
206_7,"Xiaomi is the accumulation of hardware , in fact , the tuning is very poor","Xiaomi:hardware:accumulation:pos, Xiaomi:tuning:very poor:neg"
206_8,"Yes Yes Yes . The tuning is very poor , and the blind evaluation has never been lost.[spread the hand ]",notarget:none:none:none
206_9,"Indeed , it has never won actually [ Doge ]",notarget:none:none:none
207_0,"Except for the z - axis motor , the battery life is not good , there is no DC , and the x3 looks like Apple , everything else is very good","x3:battery life:not good:neg, x3:DC:no:neg, x3:everything else:very good:pos"
207_1,"The telephoto is made up , and the short - focus fingerprint can also be called good ?",notarget:none:none:none
207_2,"It seems that there are more and more shortcomings , the z - axis motor , the battery life is not good , there is no DC , it looks like apple , there is no 12 G storage , the long focus makes up the number , the short focus fingerprint , help [ allow sad][allow sad ] [ allow sad ]",notarget:none:none:none
207_3,"The main camera algorith m is average , the same 766 , Huawei iQOO is better than the green , the custom cmos tuning is not as good as others , confusing",green:custom cmos tuning:not as good as:neg
207_4,"The X3 battery life is not good ? The screen can be bright for 7 hours , you still say the battery life is not good . What do you want ?","X3:battery life:not good:other, X3:battery life:not good:neg"
207_5,"Bright screen for 7 hours , wow , I believe it [ doge ]",notarget:none:none:none
207_6,"Under cos12 , the battery life of OPPO 's machines is exceptionally good , provided you upgrade to cos12 first",OPPO:battery life:exceptionally good:pos
207_7,"X3 kills the background is very serious , only 8 g ca n't hold it",X3:kills the background:very serious:neg
207_8,"Yes , yes , and there is no 12 G storage , fatal defects",notarget:none:none:none
207_9,Indeed no 12 G,notarget:none:none:none
208_0,Is n't the front of yours 18 series ?,notarget:none:none:none
208_1,Sorry for senting out 19,notarget:none:none:none
208_2,"I do n't expect 19 , I expect 22 , my first Meizu is 16SP , and it is still very smooth to use now , but there are a lot of advertisements , this year I bought 18PRO and 18S , just put together is 168 , in three years I will choose 22 , which together means love to go well , love to get rich",notarget:none:none:none
208_3,"Sorry , put the wrong picture [ DOGE ]",notarget:none:none:none
208_4,Changed,notarget:none:none:none
208_5,"It 's outrageous , a quarter of an hour has passed and it has n't changed",notarget:none:none:none
208_6,changed,notarget:none:none:none
209_0,"The feel of the iPhone is not good at all . It is not recommended to compare it with the iPhone . Even if the iPhone 12 last year is so light , I feel that it is not as comfortable to hold as many domestic flagship phone s(personal subjective feeling , if it is different , you are right )",iPhone:feel:not good:neg
209_1,"How to pursue high - end without comparing iPhone ? Do you want to compare those with the same price as him ? There is a saying that goes well , the weak wield the knife to the stronger , not the weak wield the knife to the weaker .",notarget:none:none:none
209_2,Mi vs iPhone ? ios ? A14 ? Or the ability to adjust the lens ? How courageous !,notarget:none:none:none
209_3,"Always have to rush , just like Lei Jun founded Xiaomi company at that time . Said to be the first in the world . In case it is successful .",notarget:none:none:none
209_4,"I know you are afraid of being scolded , and I agree with your statement . I am afraid that you will be scolded [ eat melon ] [ doge ] when the water army comes .",notarget:none:none:none
209_5,"The Xiaomi Mi 12 definitely feels good in the hand , but the comparison is wrong . I can see that it is the max , and the max is even more uncomfortable . [ Allow sad ]",Xiaomi Mi 12:hand:good:pos
209_6,"If he wants to enter the high - end ranks , he must find a good one to set off himself , but I think it is not enough to find this , Ray 's contrast method , beats everything",notarget:none:none:none
209_7,The good thing about the iPhone is the texture,iPhone:texture:good thing:pos
210_0,[ Doge ],notarget:none:none:none
210_1,Really no one buys the oneplus for the second time [ hee hee ],notarget:none:none:none
210_2,"change 7pro for 9pro , 7pro experience is ok , I really wo n't buy it again after using 9pro",7pro:experience:ok:pos
210_3,"I bought a 7pro , and also recommended a few friends to buy 4 , but the system was not updated later , and the current system is super bad","7pro:system:not updated later:neg, 7pro:system:super bad:neg"
210_4,[ Yun Bei ] Ruthless,notarget:none:none:none
210_5,A bunch of pictures of KuAn [ DOGE ],notarget:none:none:none
210_6,Why are you not a member and you can still post pictures,notarget:none:none:none
210_7,Do n't mention family members everywhere,notarget:none:none:none
210_8,"That 's right , buying a mobile phone should n't be like this [ Yunbei ] Buy it if you like it , do n't buy it if you do n't like it [ Yunbei ] Even family members are mentioned ? [ Yunbei ]",notarget:none:none:none
211_0,"The iPhone 11 is really bad . I was so angry that I want to drop my phone . There is no service in the elevator in the underground garage , the code is often not scanned in the shopping mall . The game will be cut off when playing , and the network will also be cut off for half a minute to receive a text message . [ Very happy ] The same underground garage , I have a spare Honor mobile phone can still use 3 g network , I really ca n't stand this baseband",iPhone 11:baseband:can't stand:neg
211_1,It did n't happpen to me [ Yun Bei ],notarget:none:none:none
211_2,"You do n't , I have , There are a bunch of people who like "" 11 signal is poor "" , which means that it is really bad . .","11:signal:poor:neg, 11:signal:bad:neg"
211_3,"All right , I 'll use it myself",notarget:none:none:none
211_4,"Sometimes in the basement of the mall , trying to scan the QR code to pay the parking fee is killing me [ Yun Sad ] It 's so annoying , the basement is too hot",notarget:none:none:none
211_5,[ Tears ] Playing Chicken is always stuck,notarget:none:none:none
212_0,"Just to decide whether to buy a 13 or a pro . The battery life of the mini is not very good , can you give me some advice ? I 'm tired of the big screen phone , it 's too heavy , I do n't usually play games , so I just swipe Weibo",mini:battery life:not very good:neg
212_1,13 battery life is a little better than PRO,"13:battery life:a little better:pos, PRO:battery life:a little better:neg"
212_2,Is the screen red ?,notarget:none:none:none
212_3,"I do n't think so , I bought in JD.com",notarget:none:none:none
212_4,"Indeed , I wang to change to Mini , too . I usually chat on WeChat on my mobile phone and look at Weibo , Zhihu , etc . Too big is useless . Still prefer the small screen",notarget:none:none:none
212_5,"Yes , I want to return to a small screen mobile phone",notarget:none:none:none
212_6,"MINI is OK , I replace it from 12 pm , the battery life is general",MINI:battery life:general:neg
213_0,"The third point , I think Meizu has always been the mainstream level for taking pictures . I think your oneplus 9pro is garbage",Meizu:taking pictures:mainstream level:pos
213_1,"How can Meizu beat the OnePlus 9pro 's camera , it 's already good to beat the x3","How can Meizu beat:camera:How can Meizu beat the:neg, OnePlus 9pro:camera:How can Meizu beat the:pos"
213_2,"Let me put it this way , I admit that I ca n't beat it , I can only say that it is not much .",notarget:none:none:none
213_3,"NONONO , too much worse , to be honest , in some aspect , even p50pro ca n't beat oneplus 9pro","p50pro:some aspect:can't beat:neg, oneplus 9pro:some aspect:can't beat:pos"
213_4,"Let 's look at it dialectically , the sales volume is good , Meizu still has potential , and said without anger .",notarget:none:none:none
213_5,"vivo y series , oppo a series and Huawei Enjoy series are also selling well . Not just good , but super good . Why does e - waste sell so well , is n't it just to deceive those who do n't understand mobile phones ? Does a phone sells well mean a good phone ?",notarget:none:none:none
214_0,"What is the cost -effectiveness of the Redmi thousand yuan machine now ? Look at the note10 , Dimensity 700 and that piece of garbage brightness screen , 18w fast charge ? It was completely beaten by Realme Q3 ! The screen of Note10pro is also garbage , but everything else is fine","note10:screen:garbage brightness:neg, Note10pro:screen:garbage:neg, Note10pro:everything else:fine:pos"
